代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅,成交额(百万),成交量(股)
516320.OF,华夏中证装备产业ETF,2021-09-15,1.2184,1.2184,1.2184,1.2184,0.0142,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-09-16,1.1803,1.1803,1.1803,1.1803,-0.0313,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-09-17,1.1751,1.1751,1.1751,1.1751,-0.0044,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-09-22,1.1834,1.1834,1.1834,1.1834,0.0071,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-09-23,1.1957,1.1957,1.1957,1.1957,0.0104,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-09-24,1.1957,1.1957,1.1957,1.1957,0.0,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-09-27,1.1793,1.1793,1.1793,1.1793,-0.0137,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-09-28,1.1745,1.1745,1.1745,1.1745,-0.0041,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-09-29,1.1553,1.1553,1.1553,1.1553,-0.0163,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-09-30,1.1749,1.1749,1.1749,1.1749,0.017,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-08,1.1646,1.1646,1.1646,1.1646,-0.0088,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-11,1.1565,1.1565,1.1565,1.1565,-0.007,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-12,1.1345,1.1345,1.1345,1.1345,-0.019,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-13,1.1617,1.1617,1.1617,1.1617,0.024,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-14,1.1748,1.1748,1.1748,1.1748,0.0113,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-15,1.1923,1.1923,1.1923,1.1923,0.0149,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-18,1.2081,1.2081,1.2081,1.2081,0.0133,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-19,1.2108,1.2108,1.2108,1.2108,0.0022,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-20,1.2238,1.2238,1.2238,1.2238,0.0107,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-21,1.2089,1.2089,1.2089,1.2089,-0.0122,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-22,1.2037,1.2037,1.2037,1.2037,-0.0043,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-25,1.2428,1.2428,1.2428,1.2428,0.0325,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-26,1.2359,1.2359,1.2359,1.2359,-0.0056,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-27,1.2445,1.2445,1.2445,1.2445,0.007,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-28,1.2282,1.2282,1.2282,1.2282,-0.0131,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-10-29,1.2517,1.2517,1.2517,1.2517,0.0191,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-01,1.2467,1.2467,1.2467,1.2467,-0.004,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-02,1.2452,1.2452,1.2452,1.2452,-0.0012,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-03,1.2238,1.2238,1.2238,1.2238,-0.0172,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-04,1.2443,1.2443,1.2443,1.2443,0.0168,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-05,1.2303,1.2303,1.2303,1.2303,-0.0113,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-08,1.2511,1.2511,1.2511,1.2511,0.0169,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-09,1.2631,1.2631,1.2631,1.2631,0.0096,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-10,1.2534,1.2534,1.2534,1.2534,-0.0077,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-11,1.2573,1.2573,1.2573,1.2573,0.0031,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-12,1.2751,1.2751,1.2751,1.2751,0.0142,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-15,1.2488,1.2488,1.2488,1.2488,-0.0206,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-16,1.2251,1.2251,1.2251,1.2251,-0.019,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-17,1.2446,1.2446,1.2446,1.2446,0.0159,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-18,1.2473,1.2473,1.2473,1.2473,0.0022,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-19,1.2595,1.2595,1.2595,1.2595,0.0098,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-22,1.2795,1.2795,1.2795,1.2795,0.0159,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-23,1.282,1.282,1.282,1.282,0.002,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-24,1.2599,1.2599,1.2599,1.2599,-0.0172,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-25,1.2532,1.2532,1.2532,1.2532,-0.0053,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-26,1.2592,1.2592,1.2592,1.2592,0.0048,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-29,1.2656,1.2656,1.2656,1.2656,0.0051,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-11-30,1.2693,1.2693,1.2693,1.2693,0.0029,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-01,1.2562,1.2562,1.2562,1.2562,-0.0103,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-02,1.2573,1.2573,1.2573,1.2573,0.0009,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-03,1.2616,1.2616,1.2616,1.2616,0.0034,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-06,1.2506,1.2506,1.2506,1.2506,-0.0087,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-07,1.2428,1.2428,1.2428,1.2428,-0.0062,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-08,1.2612,1.2612,1.2612,1.2612,0.0148,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-09,1.2576,1.2576,1.2576,1.2576,-0.0029,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-10,1.2616,1.2616,1.2616,1.2616,0.0032,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-13,1.2702,1.2702,1.2702,1.2702,0.0068,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-14,1.2661,1.2661,1.2661,1.2661,-0.0032,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-15,1.2622,1.2622,1.2622,1.2622,-0.0031,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-16,1.2759,1.2759,1.2759,1.2759,0.0109,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-17,1.2451,1.2451,1.2451,1.2451,-0.0241,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-20,1.2028,1.2028,1.2028,1.2028,-0.034,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-21,1.2061,1.2061,1.2061,1.2061,0.0027,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-22,1.206,1.206,1.206,1.206,-0.0001,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-23,1.2158,1.2158,1.2158,1.2158,0.0081,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-24,1.1821,1.1821,1.1821,1.1821,-0.0277,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-27,1.1818,1.1818,1.1818,1.1818,-0.0003,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-28,1.2007,1.2007,1.2007,1.2007,0.016,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-29,1.1988,1.1988,1.1988,1.1988,-0.0016,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-30,1.2075,1.2075,1.2075,1.2075,0.0073,0.0,0.0
516320.OF,华夏中证装备产业ETF,2021-12-31,1.2234,1.2234,1.2234,1.2234,0.0132,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-04,1.194,1.194,1.194,1.194,-0.024,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-05,1.1546,1.1546,1.1546,1.1546,-0.033,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-06,1.1535,1.1535,1.1535,1.1535,-0.001,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-07,1.1439,1.1439,1.1439,1.1439,-0.0083,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-10,1.1387,1.1387,1.1387,1.1387,-0.0045,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-11,1.1232,1.1232,1.1232,1.1232,-0.0136,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-12,1.1549,1.1549,1.1549,1.1549,0.0282,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-13,1.1394,1.1394,1.1394,1.1394,-0.0134,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-14,1.1449,1.1449,1.1449,1.1449,0.0048,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-17,1.1618,1.1618,1.1618,1.1618,0.0148,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-18,1.1583,1.1583,1.1583,1.1583,-0.003,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-19,1.1386,1.1386,1.1386,1.1386,-0.017,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-20,1.1291,1.1291,1.1291,1.1291,-0.0083,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-21,1.1158,1.1158,1.1158,1.1158,-0.0118,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-24,1.1308,1.1308,1.1308,1.1308,0.0134,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-25,1.1015,1.1015,1.1015,1.1015,-0.0259,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-26,1.122,1.122,1.122,1.122,0.0186,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-27,1.0827,1.0827,1.0827,1.0827,-0.035,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-01-28,1.0737,1.0737,1.0737,1.0737,-0.0083,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-07,1.0878,1.0878,1.0878,1.0878,0.0131,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-08,1.0605,1.0605,1.0605,1.0605,-0.0251,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-09,1.0659,1.0659,1.0659,1.0659,0.0051,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-10,1.04,1.04,1.04,1.04,-0.0243,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-11,1.0138,1.0138,1.0138,1.0138,-0.0252,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-14,1.0135,1.0135,1.0135,1.0135,-0.0003,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-15,1.0469,1.0469,1.0469,1.0469,0.033,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-16,1.0449,1.0449,1.0449,1.0449,-0.0019,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-17,1.0605,1.0605,1.0605,1.0605,0.0149,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-18,1.0522,1.0522,1.0522,1.0522,-0.0078,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-21,1.0474,1.0474,1.0474,1.0474,-0.0046,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-22,1.0461,1.0461,1.0461,1.0461,-0.0012,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-23,1.0791,1.0791,1.0791,1.0791,0.0315,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-24,1.076,1.076,1.076,1.076,-0.0029,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-25,1.0902,1.0902,1.0902,1.0902,0.0132,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-02-28,1.1049,1.1049,1.1049,1.1049,0.0135,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-01,1.1097,1.1097,1.1097,1.1097,0.0043,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-02,1.0984,1.0984,1.0984,1.0984,-0.0102,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-03,1.0808,1.0808,1.0808,1.0808,-0.016,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-04,1.0614,1.0614,1.0614,1.0614,-0.0179,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-07,1.0306,1.0306,1.0306,1.0306,-0.029,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-08,1.0146,1.0146,1.0146,1.0146,-0.0155,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-09,1.0111,1.0111,1.0111,1.0111,-0.0034,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-10,1.0428,1.0428,1.0428,1.0428,0.0314,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-11,1.0407,1.0407,1.0407,1.0407,-0.002,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-14,1.0136,1.0136,1.0136,1.0136,-0.026,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-15,0.984,0.984,0.984,0.984,-0.0292,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-16,1.0252,1.0252,1.0252,1.0252,0.0419,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-17,1.036,1.036,1.036,1.036,0.0105,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-18,1.0306,1.0306,1.0306,1.0306,-0.0052,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-21,1.0388,1.0388,1.0388,1.0388,0.008,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-22,1.0249,1.0249,1.0249,1.0249,-0.0134,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-23,1.0331,1.0331,1.0331,1.0331,0.008,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-24,1.0197,1.0197,1.0197,1.0197,-0.013,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-25,0.9926,0.9926,0.9926,0.9926,-0.0266,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-28,0.9813,0.9813,0.9813,0.9813,-0.0114,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-29,0.9792,0.9792,0.9792,0.9792,-0.0021,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-30,1.0119,1.0119,1.0119,1.0119,0.0334,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-03-31,0.9881,0.9881,0.9881,0.9881,-0.0235,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-01,0.9912,0.9912,0.9912,0.9912,0.0031,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-06,0.9682,0.9682,0.9682,0.9682,-0.0232,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-07,0.9532,0.9532,0.9532,0.9532,-0.0155,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-08,0.9559,0.9559,0.9559,0.9559,0.0028,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-11,0.9122,0.9122,0.9122,0.9122,-0.0457,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-12,0.9262,0.9262,0.9262,0.9262,0.0153,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-13,0.9107,0.9107,0.9107,0.9107,-0.0167,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-14,0.9097,0.9097,0.9097,0.9097,-0.0011,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-15,0.8987,0.8987,0.8987,0.8987,-0.0121,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-18,0.9164,0.9164,0.9164,0.9164,0.0197,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-19,0.9118,0.9118,0.9118,0.9118,-0.005,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-20,0.8819,0.8819,0.8819,0.8819,-0.0328,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-21,0.8481,0.8481,0.8481,0.8481,-0.0383,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-22,0.8421,0.8421,0.8421,0.8421,-0.0071,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-25,0.7828,0.7828,0.7828,0.7828,-0.0704,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-26,0.765,0.765,0.765,0.765,-0.0227,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-27,0.8202,0.8202,0.8202,0.8202,0.0722,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-28,0.8292,0.8292,0.8292,0.8292,0.011,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-04-29,0.8666,0.8666,0.8666,0.8666,0.0451,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-05-05,0.87,0.87,0.87,0.87,0.0039,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-05-06,0.8554,0.8554,0.8554,0.8554,-0.0168,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-05-09,0.8625,0.8625,0.8625,0.8625,0.0083,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-05-10,0.8783,0.8783,0.8783,0.8783,0.0183,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-05-11,0.9023,0.9023,0.9023,0.9023,0.0273,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-05-12,0.8973,0.8973,0.8973,0.8973,-0.0055,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-05-13,0.9026,0.9026,0.9026,0.9026,0.0059,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-05-16,0.8945,0.8945,0.8945,0.8945,-0.009,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-05-17,0.9187,0.9187,0.9187,0.9187,0.0271,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-05-18,0.9222,0.9222,0.9222,0.9222,0.0038,0.0,0.0
516320.OF,华夏中证装备产业ETF,2022-05-19,0.9444,0.9444,0.9444,0.9444,0.0241,0.0,0.0
