period,industry,S_adjusted
2024-09-16,金融,-17.18347312248815
2024-09-16,高端装备,7.441067229023626
2024-10-01,传统能源,5.7785158857241505
2024-10-01,化工,-1.0002767405140482
2024-10-01,医药,-9.599663961729991
2024-10-01,半导体与信息技术,0.4373225103053391
2024-10-01,房地产,-3.3305490125722805
2024-10-01,旅游,10.93733699505407
2024-10-01,消费,5.09294981703367
2024-10-01,电动车新能源,-8.444483005671966
2024-10-01,金融,4.69736658327859
2024-10-01,高端装备,1.4957119701026897
2024-10-16,传统能源,-12.852938370735927
2024-10-16,化工,28.515376248360432
2024-10-16,医药,10.779778913918214
2024-10-16,半导体与信息技术,38.48021716369898
2024-10-16,房地产,26.12391150356587
2024-10-16,旅游,52.57615877275551
2024-10-16,消费,25.14014050817352
2024-10-16,电动车新能源,38.48021716369898
2024-10-16,金融,18.203034419350423
2024-10-16,高端装备,38.34193725340312
2024-11-01,传统能源,-25.969767851025402
2024-11-01,化工,29.30459739711068
2024-11-01,医药,-17.232816110243586
2024-11-01,半导体与信息技术,23.503419203536236
2024-11-01,房地产,18.20300407057345
2024-11-01,旅游,15.191741307622143
2024-11-01,消费,6.471059160246874
2024-11-01,电动车新能源,27.581141120293964
2024-11-01,金融,5.678086736592681
2024-11-01,高端装备,20.150598459163543
2024-11-16,传统能源,-33.999342430343
2024-11-16,化工,13.511317002070333
2024-11-16,医药,-27.28220547447523
2024-11-16,半导体与信息技术,0.1603564190942255
2024-11-16,房地产,30.737383918689563
2024-11-16,旅游,34.562098187616364
2024-11-16,消费,31.538471642937065
2024-11-16,电动车新能源,19.501608629301188
2024-11-16,金融,22.87281348563191
2024-11-16,高端装备,31.259540331261984
2024-12-01,传统能源,-45.90559051890583
2024-12-01,化工,29.46039967540589
2024-12-01,医药,24.429420072325716
2024-12-01,半导体与信息技术,50.47806430876906
2024-12-01,房地产,26.02555175887278
2024-12-01,旅游,37.325836502190214
2024-12-01,消费,19.65213064208888
2024-12-01,电动车新能源,33.40275529326461
2024-12-01,金融,16.151401700677336
2024-12-01,高端装备,36.049675363531186
2024-12-16,传统能源,-6.4188057072722815
2024-12-16,化工,44.29572725587493
2024-12-16,医药,9.662196091787047
2024-12-16,半导体与信息技术,35.72911927335253
2024-12-16,房地产,38.80953007599035
2024-12-16,旅游,37.154020019606975
2024-12-16,消费,20.4423173736639
2024-12-16,电动车新能源,28.829614755627055
2024-12-16,金融,24.675226109635627
2024-12-16,高端装备,35.92543311551378
