industry,period,S_adjusted,M,return
传统能源,2024-02-04,2.8603352512180527,0.2925863195200561,-0.016616425262848455
化工,2024-02-04,19.77563794783003,0.2925863195200561,-0.08284241531664216
医药,2024-02-04,21.473548580722493,0.2925863195200561,-0.10386473429951693
半导体与信息技术,2024-02-04,14.250250194140849,0.2925863195200561,-0.10711111111111116
房地产,2024-02-04,1.3128536961848392,0.2925863195200561,-0.1132891712856563
旅游,2024-02-04,27.419738601963367,0.2925863195200561,-0.09975199779553601
消费,2024-02-04,9.594622954566145,0.2925863195200561,-0.0312028183190739
电动车新能源,2024-02-04,4.628357931584068,0.2925863195200561,-0.11061988524127542
金融,2024-02-04,11.95036879287473,0.2925863195200561,-0.019283466964376217
高端装备,2024-02-04,17.05332129741088,0.2925863195200561,-0.08733087330873301
传统能源,2024-02-11,-13.733930215124705,-0.3656883163145405,0.0364859813084113
化工,2024-02-11,11.378139499063016,-0.3656883163145405,0.1176234443998394
医药,2024-02-11,2.6444152448825964,-0.3656883163145405,0.10542078466606775
半导体与信息技术,2024-02-11,23.831169598145724,-0.3656883163145405,0.1112493777999004
房地产,2024-02-11,18.943457352845503,-0.3656883163145405,0.02149717944808649
旅游,2024-02-11,7.956832053358849,-0.3656883163145405,0.057086011631466205
消费,2024-02-11,-4.334475432244055,-0.3656883163145405,0.07220779220779217
电动车新能源,2024-02-11,28.174090309586347,-0.3656883163145405,0.10481226864093074
金融,2024-02-11,9.835820845097723,-0.3656883163145405,0.03270205940184212
高端装备,2024-02-11,16.68661175577929,-0.3656883163145405,0.09939353099730441
传统能源,2024-02-18,0.0,,0.0
化工,2024-02-18,0.0,,0.0
医药,2024-02-18,0.0,,0.0
半导体与信息技术,2024-02-18,0.0,,0.0
房地产,2024-02-18,0.0,,0.0
旅游,2024-02-18,0.0,,0.0
消费,2024-02-18,0.0,,0.0
电动车新能源,2024-02-18,0.0,,0.0
金融,2024-02-18,0.0,,0.0
高端装备,2024-02-18,0.0,,0.0
传统能源,2024-02-25,1.403782559609965,-0.3328944221168234,0.07155738296184078
化工,2024-02-25,-8.464704073907342,-0.3328944221168234,0.022090517241379448
医药,2024-02-25,-7.825621684641496,-0.3328944221168234,0.013546464372798717
半导体与信息技术,2024-02-25,0.4891013552900931,-0.3328944221168234,0.04322508398656222
房地产,2024-02-25,2.2958554274102907,-0.3328944221168234,0.0408208955223881
旅游,2024-02-25,-9.291219787041571,-0.3328944221168234,0.02779788620240331
消费,2024-02-25,-8.774601427798206,-0.3328944221168234,0.030038759689922534
电动车新能源,2024-02-25,5.795386704856162,-0.3328944221168234,0.009477311889718676
金融,2024-02-25,-5.431896121970311,-0.3328944221168234,0.0447940675418379
高端装备,2024-02-25,-2.2173807732561723,-0.3328944221168234,0.009193993257738287
传统能源,2024-03-03,-26.385699860774142,-0.270812925363887,-0.015550319757657416
化工,2024-03-03,-5.348941095346564,-0.270812925363887,0.025654542259708313
医药,2024-03-03,14.452043009306925,-0.270812925363887,0.010692328254477523
半导体与信息技术,2024-03-03,7.860875087600426,-0.270812925363887,0.08565908115070853
房地产,2024-03-03,5.740771476278882,-0.270812925363887,-0.005951100595110059
旅游,2024-03-03,11.55995899126373,-0.270812925363887,-0.005775461332581999
消费,2024-03-03,4.032543834161766,-0.270812925363887,-0.0042333019755409484
电动车新能源,2024-03-03,19.28085786829801,-0.270812925363887,0.04798482693219541
金融,2024-03-03,2.0296692200595543,-0.270812925363887,-0.018127757529253663
高端装备,2024-03-03,-0.5240583391733695,-0.270812925363887,0.038111144852717826
传统能源,2024-03-10,-4.997741080637427,0.0666880629654649,0.042532822757111566
化工,2024-03-10,4.51133489357575,0.0666880629654649,-0.007024156244646251
医药,2024-03-10,1.780936650623867,0.0666880629654649,-0.022480825178524233
半导体与信息技术,2024-03-10,12.851334207353377,0.0666880629654649,-0.005734625271900384
房地产,2024-03-10,6.697566722325355,0.0666880629654649,-0.047965954991344484
旅游,2024-03-10,-0.2442892763801243,0.0666880629654649,-0.0239444601870219
消费,2024-03-10,2.3648701674914205,0.0666880629654649,-0.013698630136986245
电动车新能源,2024-03-10,-0.3233615684689606,0.0666880629654649,-0.02895665550628901
金融,2024-03-10,6.340101805893252,0.0666880629654649,-0.005079613167920383
高端装备,2024-03-10,3.6099439409659855,0.0666880629654649,0.008629515869533533
传统能源,2024-03-17,-7.7230534017416925,-0.0992440299828949,-0.06158992522628881
化工,2024-03-17,11.567090490593666,-0.0992440299828949,0.017598343685300222
医药,2024-03-17,2.9253990158112444,-0.0992440299828949,0.03706709956709964
半导体与信息技术,2024-03-17,-2.9937463958253843,-0.0992440299828949,0.002585521081940989
房地产,2024-03-17,4.486459685857046,-0.0992440299828949,0.045685279187817285
旅游,2024-03-17,5.550554372867074,-0.0992440299828949,0.057047466976339
消费,2024-03-17,4.822013503041267,-0.0992440299828949,0.03807471264367801
电动车新能源,2024-03-17,11.76700183522136,-0.0992440299828949,0.06634982760227404
金融,2024-03-17,7.14920490716829,-0.0992440299828949,-0.014138438880706872
高端装备,2024-03-17,3.652765418082208,-0.0992440299828949,0.017691415313225045
传统能源,2024-03-24,-7.41067770289784,-0.1627208413201767,-0.0008387502621095555
化工,2024-03-24,0.3592958015419047,-0.1627208413201767,-0.023228212953543603
医药,2024-03-24,5.013002700820283,-0.1627208413201767,-0.033133315940516495
半导体与信息技术,2024-03-24,7.164335124895771,-0.1627208413201767,0.010117040269787658
房地产,2024-03-24,4.645531599298569,-0.1627208413201767,-0.015794812346036857
旅游,2024-03-24,2.9022647215275312,-0.1627208413201767,-0.017302938753089747
消费,2024-03-24,-8.469329046037535,-0.1627208413201767,0.0019607843137254832
电动车新能源,2024-03-24,1.9256781274651795,-0.1627208413201767,-0.020623962247662386
金融,2024-03-24,1.7102316159368456,-0.1627208413201767,-0.0074693755602031064
高端装备,2024-03-24,4.363258797291875,-0.1627208413201767,-0.013964092333998313
传统能源,2024-03-31,-12.696261643421645,-0.2291578363013634,0.022245540398740937
化工,2024-03-31,1.6603382804435969,-0.2291578363013634,0.0177052595035585
医药,2024-03-31,2.0113629230153416,-0.2291578363013634,-0.021586616297895378
半导体与信息技术,2024-03-31,6.314526462407495,-0.2291578363013634,-0.04772191673212878
房地产,2024-03-31,12.995914205187834,-0.2291578363013634,-0.017667844522968212
旅游,2024-03-31,12.470450122695096,-0.2291578363013634,-0.012017887087758639
消费,2024-03-31,7.443171769004525,-0.2291578363013634,-0.005640612409347323
电动车新能源,2024-03-31,11.981035977001968,-0.2291578363013634,-0.01686445971267969
金融,2024-03-31,11.227754131574732,-0.2291578363013634,-0.003010234798314304
高端装备,2024-03-31,6.563333333333331,-0.2291578363013634,0.0002890173410405872
传统能源,2024-04-07,-14.881780538631796,-0.7743916308984692,0.023266954081981872
化工,2024-04-07,-12.765263338235064,-0.7743916308984692,0.0354767184035476
医药,2024-04-07,-0.5036719600086637,-0.7743916308984692,-0.004964147821290621
半导体与信息技术,2024-04-07,5.727999999999998,-0.7743916308984692,-0.008455351618890439
房地产,2024-04-07,-9.282931276860184,-0.7743916308984692,-0.012140287769784153
旅游,2024-04-07,4.805152818630183,-0.7743916308984692,0.012588401697312568
消费,2024-04-07,0.584611551944251,-0.7743916308984692,0.01794396851122948
电动车新能源,2024-04-07,11.161335403973847,-0.7743916308984692,0.04901070974768573
金融,2024-04-07,6.562248395176766,-0.7743916308984692,0.0011070853462158414
高端装备,2024-04-07,9.327649589105652,-0.7743916308984692,0.017480496966194803
传统能源,2024-04-14,-0.6191267020418746,-0.7876054249179378,0.0015381528790208154
化工,2024-04-14,-5.117197248400111,-0.7876054249179378,-0.013671553286114246
医药,2024-04-14,15.087626605534153,-0.7876054249179378,-0.03409090909090917
半导体与信息技术,2024-04-14,6.7784989097327335,-0.7876054249179378,-0.03514975041597346
房地产,2024-04-14,8.761343358988977,-0.7876054249179378,-0.06653011682597487
旅游,2024-04-14,2.606566898077249,-0.7876054249179378,0.00893979606090256
消费,2024-04-14,5.290712641895159,-0.7876054249179378,-0.059706584783350336
电动车新能源,2024-04-14,13.511172809075152,-0.7876054249179378,-0.034435023360442796
金融,2024-04-14,10.597742063388091,-0.7876054249179378,-0.029053986126470366
高端装备,2024-04-14,-7.171656767919941,-0.7876054249179378,-0.02683515547351989
传统能源,2024-04-21,8.664050378656658,-0.6575158324295521,0.04600694444444442
化工,2024-04-21,2.692445328740404,-0.6575158324295521,0.018036072144288706
医药,2024-04-21,1.3240411688595684,-0.6575158324295521,-0.0037302725968435535
半导体与信息技术,2024-04-21,3.134430969868902,-0.6575158324295521,-0.014442767837896109
房地产,2024-04-21,3.927740845339485,-0.6575158324295521,-0.02559934985778123
旅游,2024-04-21,9.936485704118342,-0.6575158324295521,-0.05302505883981723
消费,2024-04-21,5.8257811429821125,-0.6575158324295521,0.018867924528301883
电动车新能源,2024-04-21,3.134430969868902,-0.6575158324295521,-0.017204301075268935
金融,2024-04-21,6.770573741055388,-0.6575158324295521,0.041105819010147204
高端装备,2024-04-21,1.3240411688595684,-0.6575158324295521,0.011526116136562514
传统能源,2024-04-28,7.802429108937805,-0.6442873406544868,-0.05030322374720719
化工,2024-04-28,-1.5059744421310206,-0.6442873406544868,-0.015255905511811219
医药,2024-04-28,-0.4712903178479006,-0.6442873406544868,0.03369815668202758
半导体与信息技术,2024-04-28,-5.80663334206929,-0.6442873406544868,0.04483814523184604
房地产,2024-04-28,-4.065456512076313,-0.6442873406544868,0.03261050875729765
旅游,2024-04-28,7.402506293543235,-0.6442873406544868,0.03230994152046773
消费,2024-04-28,0.5124386656500408,-0.6442873406544868,0.03679962013295346
电动车新能源,2024-04-28,0.5889674193727688,-0.6442873406544868,-0.006199854121079373
金融,2024-04-28,1.6579106507144776,-0.6442873406544868,0.01541521631029319
高端装备,2024-04-28,3.263046240743577,-0.6442873406544868,-0.005192557334487313
传统能源,2024-05-05,-8.005123359449248,-0.6196601480494952,-0.007797270955165692
化工,2024-05-05,-8.897197179283975,-0.6196601480494952,0.017324670997834524
医药,2024-05-05,9.299037390264768,-0.6196601480494952,0.023126219002507664
半导体与信息技术,2024-05-05,4.076009304681705,-0.6196601480494952,0.01632823948084572
房地产,2024-05-05,7.488107237479975,-0.6196601480494952,0.043049834423713795
旅游,2024-05-05,-7.059855207832207,-0.6196601480494952,-0.0016994759949015004
消费,2024-05-05,4.278918421417126,-0.6196601480494952,0.006297229219143663
电动车新能源,2024-05-05,10.508007203300506,-0.6196601480494952,0.023119266055045662
金融,2024-05-05,-1.1784625551149517,-0.6196601480494952,0.0038197845249754447
高端装备,2024-05-05,3.5799999999999943,-0.6196601480494952,0.012614180078295067
传统能源,2024-05-12,13.977800176629287,-0.3409171260772077,0.018155951493801226
化工,2024-05-12,1.2828529689882329,-0.3409171260772077,0.03782544620926798
医药,2024-05-12,0.4022725846030681,-0.3409171260772077,0.010893246187363648
半导体与信息技术,2024-05-12,1.4289868894731468,-0.3409171260772077,-0.010710607621009283
房地产,2024-05-12,-0.8206914977837503,-0.3409171260772077,0.04127303701409324
旅游,2024-05-12,4.517439794607299,-0.3409171260772077,-0.006383884238899018
消费,2024-05-12,-11.281720112060428,-0.3409171260772077,0.0254864034588691
电动车新能源,2024-05-12,0.4022725846030717,-0.3409171260772077,0.02582496413199431
金融,2024-05-12,-4.5174397946073,-0.3409171260772077,0.015903990633232556
高端装备,2024-05-12,4.517439794607301,-0.3409171260772077,0.03264604810996552
传统能源,2024-05-19,8.949455248181119,-0.3926331934674735,-0.019961407944640186
化工,2024-05-19,3.880817767401453,-0.3926331934674735,-0.006626696118649411
医药,2024-05-19,-1.2765527809652313,-0.3926331934674735,-0.006465517241379226
半导体与信息技术,2024-05-19,-1.9019811403020024,-0.3926331934674735,0.0012492192379762734
房地产,2024-05-19,4.1440728698192775,-0.3926331934674735,0.12255521677697634
旅游,2024-05-19,2.798830704186318,-0.3926331934674735,0.01256424900057107
消费,2024-05-19,2.088700982177259,-0.3926331934674735,0.0007766559414179586
电动车新能源,2024-05-19,-2.430262355221625,-0.3926331934674735,-0.021940559440559393
金融,2024-05-19,1.927034871451235,-0.3926331934674735,0.022762197464464062
高端装备,2024-05-19,3.637283637285457,-0.3926331934674735,-0.019134775374375912
传统能源,2024-05-26,8.95,-0.4822735896900193,0.016565958313531137
化工,2024-05-26,3.358680480440193,-0.4822735896900193,-0.03256035578144867
医药,2024-05-26,23.916431355964335,-0.4822735896900193,-0.03660520607375273
半导体与信息技术,2024-05-26,26.99972415739025,-0.4822735896900193,-0.03763776252859219
房地产,2024-05-26,13.15913208965324,-0.4822735896900193,-0.056442530639284616
旅游,2024-05-26,9.608255176572204,-0.4822735896900193,-0.024957698815566864
消费,2024-05-26,13.981309853160536,-0.4822735896900193,-0.02006651884700661
电动车新能源,2024-05-26,29.75827118811185,-0.4822735896900193,-0.037804987040843674
金融,2024-05-26,18.798760128076037,-0.4822735896900193,-0.01868720067611984
高端装备,2024-05-26,20.43864020673788,-0.4822735896900193,-0.01710489115069269
传统能源,2024-06-02,12.731395336051676,-0.4637922959934618,0.016763507647097997
化工,2024-06-02,0.8335639504283754,-0.4637922959934618,-0.009193892628468148
医药,2024-06-02,-0.1764086612105484,-0.4637922959934618,-0.012665353222628739
半导体与信息技术,2024-06-02,2.7821246536189737,-0.4637922959934618,0.017070008643042422
房地产,2024-06-02,-2.9114236528194617,-0.4637922959934618,-0.04584708277750471
旅游,2024-06-02,-2.430531951416876,-0.4637922959934618,-0.008532176428054927
消费,2024-06-02,-3.721958501179216,-0.4637922959934618,-0.023192668853942888
电动车新能源,2024-06-02,2.405273806679359,-0.4637922959934618,0.012911016161991418
金融,2024-06-02,-4.096033696978532,-0.4637922959934618,-0.005933014354067012
高端装备,2024-06-02,-2.430531951416876,-0.4637922959934618,0.0004314684308930339
传统能源,2024-06-09,1.9135904920929567,-1.1457030677586726,-0.002955859169731956
化工,2024-06-09,2.5100795126178506,-1.1457030677586726,-0.013256006628003303
医药,2024-06-09,7.966912528583159,-1.1457030677586726,0.0017103762827821445
半导体与信息技术,2024-06-09,4.804229017253073,-1.1457030677586726,0.002549394518801762
房地产,2024-06-09,4.783976230232396,-1.1457030677586726,-0.02075055187637964
旅游,2024-06-09,-0.9958640660728952,-1.1457030677586726,-0.017940490081680194
消费,2024-06-09,5.975184396437365,-1.1457030677586726,-0.013782719481121086
电动车新能源,2024-06-09,7.041822342601516,-1.1457030677586726,-0.022008253094910613
金融,2024-06-09,5.142619923982295,-1.1457030677586726,-0.008760107816711438
高端装备,2024-06-09,2.05704796959292,-1.1457030677586726,-0.015094882116158614
传统能源,2024-06-16,-6.3276170786804045,-1.1486477252677092,-0.0021081757691547853
化工,2024-06-16,-2.698526533970986,-1.1486477252677092,-0.017464315701091637
医药,2024-06-16,-1.297014408306923,-1.1486477252677092,-0.014797951052931135
半导体与信息技术,2024-06-16,2.161524824012239,-1.1486477252677092,0.03835558381012927
房地产,2024-06-16,-0.7196070757255931,-1.1486477252677092,-0.014878268710550091
旅游,2024-06-16,2.1615248240122384,-1.1486477252677092,-0.018416753304619005
消费,2024-06-16,-3.5584428147528557,-1.1486477252677092,-0.026658837345860276
电动车新能源,2024-06-16,3.9973601678718302,-1.1486477252677092,0.0018752930145335966
金融,2024-06-16,-10.082254641799755,-1.1486477252677092,-0.005341361561619906
高端装备,2024-06-16,2.161524824012238,-1.1486477252677092,-0.007882061012990937
传统能源,2024-06-23,6.08032767335648,-1.201589730547666,-0.003499042714728895
化工,2024-06-23,-0.4379553046232569,-1.201589730547666,-0.015381985985301716
医药,2024-06-23,-1.728440287515257,-1.201589730547666,-0.03495089543616403
半导体与信息技术,2024-06-23,12.259123799142484,-1.201589730547666,0.010000000000000009
房地产,2024-06-23,-5.744419885592992,-1.201589730547666,-0.055453852021357775
旅游,2024-06-23,-3.3362956233452064,-1.201589730547666,-0.041155999394764664
消费,2024-06-23,2.67671500538174,-1.201589730547666,-0.04150579150579148
电动车新能源,2024-06-23,14.190269575609076,-1.201589730547666,-0.03743565746373423
金融,2024-06-23,9.791286007170264,-1.201589730547666,-0.002636203866432263
高端装备,2024-06-23,5.416786417385782,-1.201589730547666,-0.021038693541268194
传统能源,2024-06-30,-6.8153043660212616,-1.2714280340833803,0.0018550417384390894
化工,2024-06-30,8.71749826660161,-1.2714280340833803,-0.015795868772782495
医药,2024-06-30,12.594631149508793,-1.2714280340833803,-0.023346303501945664
半导体与信息技术,2024-06-30,15.494814449060392,-1.2714280340833803,-0.0266720549605981
房地产,2024-06-30,21.405188535672927,-1.2714280340833803,-0.05095695711863035
旅游,2024-06-30,11.274685558682968,-1.2714280340833803,-0.013097680290358293
消费,2024-06-30,3.7816563958832985,-1.2714280340833803,-0.01787512588116813
电动车新能源,2024-06-30,13.99439596778362,-1.2714280340833803,-0.03694701020904223
金融,2024-06-30,-3.008704728640574,-1.2714280340833803,0.003915810083211069
高端装备,2024-06-30,3.1102580851539208,-1.2714280340833803,-0.02179140366696719
传统能源,2024-07-07,2.0800875448820437,-0.1682293157982258,0.008861261737865389
化工,2024-07-07,-2.573351579951188,-0.1682293157982258,-0.01058201058201036
医药,2024-07-07,-1.949844355443994,-0.1682293157982258,-0.005209929512718259
半导体与信息技术,2024-07-07,4.366899650826256,-0.1682293157982258,-0.02719534980278182
房地产,2024-07-07,-0.6049340710936107,-0.1682293157982258,0.012338325391422655
旅游,2024-07-07,3.4309743197244567,-0.1682293157982258,0.001598976654940909
消费,2024-07-07,2.174034301489854,-0.1682293157982258,-0.015124327095616508
电动车新能源,2024-07-07,-2.807292632674021,-0.1682293157982258,-0.02675416456335189
金融,2024-07-07,2.315898266895309,-0.1682293157982258,-0.003998049731838149
高端装备,2024-07-07,3.070851199635211,-0.1682293157982258,-0.03195575357197733
传统能源,2024-07-14,4.875107775647203,-0.1162891847667348,-0.034281594126900905
化工,2024-07-14,3.5154902117018354,-0.1162891847667348,0.007308377896613205
医药,2024-07-14,6.08900766017865,-0.1162891847667348,0.01109057301293892
半导体与信息技术,2024-07-14,23.582625262801297,-0.1162891847667348,0.04566794707639765
房地产,2024-07-14,12.627628618613109,-0.1162891847667348,0.010338740859040074
旅游,2024-07-14,9.301112836644872,-0.1162891847667348,0.025542784163473886
消费,2024-07-14,5.764641730906977,-0.1162891847667348,0.00767829255596042
电动车新能源,2024-07-14,10.484613968820597,-0.1162891847667348,0.028734439834025016
金融,2024-07-14,-0.2255188022288328,-0.1162891847667348,0.033385549246132795
高端装备,2024-07-14,16.363716395908188,-0.1162891847667348,0.014918266941755132
传统能源,2024-07-21,10.02136071227426,-0.0782895723767735,-0.0020362451639177603
化工,2024-07-21,34.53719834708923,-0.0782895723767735,-0.01468766589984094
医药,2024-07-21,24.53750437349162,-0.0782895723767735,0.038695917123705126
半导体与信息技术,2024-07-21,41.93353487561996,-0.0782895723767735,0.013061224489795853
房地产,2024-07-21,30.19353766341428,-0.0782895723767735,-0.004825291181364433
旅游,2024-07-21,24.76857615602429,-0.0782895723767735,0.005448318804483376
消费,2024-07-21,20.271305458701978,-0.0782895723767735,0.041844246416117725
电动车新能源,2024-07-21,37.481657052278464,-0.0782895723767735,0.007461934052636954
金融,2024-07-21,22.48899423136709,-0.0782895723767735,0.02131691141639025
高端装备,2024-07-21,41.3319190494186,-0.0782895723767735,0.023768569194683398
传统能源,2024-07-28,1.0442082122353873,0.0154868633908972,-0.047337278106508784
化工,2024-07-28,-1.1511313527275808,0.0154868633908972,-0.04400143678160917
医药,2024-07-28,7.274567274570916,0.0154868633908972,-0.03872103256086823
半导体与信息技术,2024-07-28,0.2273302273303423,0.0154868633908972,-0.04754230459307007
房地产,2024-07-28,4.619097055019158,0.0154868633908972,-0.02591539876274862
旅游,2024-07-28,0.2273302273303423,0.0154868633908972,-0.026474686483975884
消费,2024-07-28,4.154070647605976,0.0154868633908972,-0.061485062600718954
电动车新能源,2024-07-28,-0.2273302273303423,0.0154868633908972,-0.029426483835451878
金融,2024-07-28,4.154070647605977,0.0154868633908972,-0.022170686456400746
高端装备,2024-07-28,-3.253670459112372,0.0154868633908972,-0.012066595387200119
传统能源,2024-08-04,-1.974823343537444,-0.097466093792331,-0.016420361247947546
化工,2024-08-04,-10.686987336371237,-0.097466093792331,-0.014089798985534419
医药,2024-08-04,-2.96102687355941,-0.097466093792331,0.021055843759536286
半导体与信息技术,2024-08-04,5.418733983170305,-0.097466093792331,0.0006345177664974777
房地产,2024-08-04,12.881818210532522,-0.097466093792331,0.02179883281840045
旅游,2024-08-04,9.515810641974396,-0.097466093792331,0.021151399491094125
消费,2024-08-04,13.601003042160542,-0.097466093792331,-0.00620789856029591
电动车新能源,2024-08-04,5.418733983170306,-0.097466093792331,-0.027018665566670097
金融,2024-08-04,9.771388682746052,-0.097466093792331,0.0075894127691868984
高端装备,2024-08-04,-5.717845813358521,-0.097466093792331,-0.013141620284477518
传统能源,2024-08-11,3.0832888819684645,-0.3671694962708877,-0.005516440444218507
化工,2024-08-11,-7.093715618915894,-0.3671694962708877,-0.010480182926829396
医药,2024-08-11,-5.1273824981223415,-0.3671694962708877,-0.009264793783622216
半导体与信息技术,2024-08-11,5.823990110384877,-0.3671694962708877,-0.041217501585288585
房地产,2024-08-11,-5.604832008260209,-0.3671694962708877,0.03452040987737259
旅游,2024-08-11,-9.435942433874033,-0.3671694962708877,-0.004983647406945901
消费,2024-08-11,-11.63602105199944,-0.3671694962708877,0.01714513556618824
电动车新能源,2024-08-11,0.9131913545205564,-0.3671694962708877,-0.022787493375728607
金融,2024-08-11,-12.1536483421861,-0.3671694962708877,-0.013558045381790729
高端装备,2024-08-11,7.37884094599509,-0.3671694962708877,-0.01958326805577304
传统能源,2024-08-18,0.0,-0.397938935227807,0.024377782643602464
化工,2024-08-18,0.0,-0.397938935227807,-0.0300404390525707
医药,2024-08-18,4.440892098500626e-16,-0.397938935227807,-0.006033182503770718
半导体与信息技术,2024-08-18,0.0,-0.397938935227807,-0.0008818342151675207
房地产,2024-08-18,-2.220446049250313e-16,-0.397938935227807,-0.0400259803523586
旅游,2024-08-18,-8.881784197001252e-16,-0.397938935227807,-0.029112537173266673
消费,2024-08-18,0.0,-0.397938935227807,-0.02273618188945503
电动车新能源,2024-08-18,0.0,-0.397938935227807,-0.014642082429501158
金融,2024-08-18,-8.881784197001252e-16,-0.397938935227807,0.02529350004772346
高端装备,2024-08-18,0.0,-0.397938935227807,-0.01070629594119532
传统能源,2024-08-25,9.848545663901223,-0.4581114071587275,-0.02044887780548621
化工,2024-08-25,-3.908422091233661,-0.4581114071587275,-0.014691284494738999
医药,2024-08-25,6.017409457281143,-0.4581114071587275,-0.03550834597875563
半导体与信息技术,2024-08-25,0.5178535270723812,-0.4581114071587275,-0.02383053839364513
房地产,2024-08-25,2.816995105615452,-0.4581114071587275,-0.0330683355886332
旅游,2024-08-25,1.3485337382665843,-0.4581114071587275,-0.021763662743833567
消费,2024-08-25,-0.6673511286852971,-0.4581114071587275,-0.04238534563444318
电动车新能源,2024-08-25,-1.9341673255546608,-0.4581114071587275,-0.023555310952118824
金融,2024-08-25,8.996397407860893,-0.4581114071587275,0.021690560417054527
高端装备,2024-08-25,0.9719556516105978,-0.4581114071587275,-0.016637053787756373
传统能源,2024-09-01,-1.6271752828744646,-0.5639012589476173,0.019421006691882514
化工,2024-09-01,-12.308995005359211,-0.5639012589476173,0.03505943985492643
医药,2024-09-01,-1.809779605980303,-0.5639012589476173,0.014159848961610821
半导体与信息技术,2024-09-01,1.92760965747649,-0.5639012589476173,0.02622061482820981
房地产,2024-09-01,-2.1574004825496025,-0.5639012589476173,0.022741187789731443
旅游,2024-09-01,1.7584278579084591,-0.5639012589476173,0.012030323005932653
消费,2024-09-01,-7.434428357311674,-0.5639012589476173,0.0079586707623569
电动车新能源,2024-09-01,-3.554336586682328,-0.5639012589476173,0.04745800924360277
金融,2024-09-01,-9.63804828738246,-0.5639012589476173,-0.027517084282460136
高端装备,2024-09-01,-7.009246274267534,-0.5639012589476173,0.026281208935611033
传统能源,2024-09-08,1.3898411323621631,-0.427524673002824,-0.06079200856225464
化工,2024-09-08,-2.910254116220615,-0.427524673002824,-0.030757251313996536
医药,2024-09-08,-3.4976901468878525,-0.427524673002824,-0.019857275829971988
半导体与信息技术,2024-09-08,-1.8968888121804612,-0.427524673002824,-0.04955947136563876
房地产,2024-09-08,-1.106066741369452,-0.427524673002824,-0.021380313007782314
旅游,2024-09-08,3.4976901468878525,-0.427524673002824,-0.017586712261846604
消费,2024-09-08,-6.449421961413568,-0.427524673002824,-0.0329685552015514
电动车新能源,2024-09-08,4.20370039009644,-0.427524673002824,-0.008071459319845098
